,Item_Identifier,Item_Weight,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Type,Item_Outlet_Sales
4713,FDJ,10.5,0.071548187,Frozen Foods,120.2098,18,M,ST2,602.549
4715,NCS,,0.121765124,Health and Hygiene,264.1884,19,S,GS,264.9884
4716,FDB,17.75,0.014609738,Fruits and Vegetables,160.4262,45,,ST1,3182.5240000000003
4717,FDL,,0.08069799799999999,Frozen Foods,39.8506,19,S,GS,37.9506
4718,FDB,17.75,0.156802171,Dairy,242.1538,35,S,ST1,4326.3684
4719,FDW,20.75,0.024144862000000003,Fruits and Vegetables,123.37299999999999,35,S,ST1,2093.9410000000003
4720,FDT,16.7,0.062297249000000006,Snack Foods,60.6562,18,M,ST2,592.562
4721,FDK,,0.052058710999999994,Frozen Foods,55.5588,27,M,ST3,1145.1760000000002
4722,NCL,13.85,0.031402114,Others,40.248000000000005,45,,ST1,319.584
4723,FDZ,15.35,0.113217223,Fruits and Vegetables,191.1504,46,S,ST1,1725.7536
4724,FDE,12.1,0.0,Fruits and Vegetables,177.3002,35,S,ST1,3044.7034
4725,NCK,12.15,0.0,Household,118.515,18,M,ST2,1398.18
4726,DRE,,0.031139932999999998,Dairy,74.8012,19,S,GS,303.6048
4727,NCQ,16.35,0.013363901999999999,Others,106.12799999999999,35,S,ST1,1917.504
4728,FDB,,0.030952737,Fruits and Vegetables,160.1578,27,M,ST3,3048.6982
4729,DRF,7.27,0.07136748,Soft Drinks,111.8518,18,M,ST2,2277.036
4731,FDB,20.25,0.022976492999999997,Baking Goods,240.3538,49,M,ST1,4086.0146
4732,FDS,9.3,0.111220521,Breads,65.7826,46,S,ST1,968.7389999999999
4734,NCT,,0.0,Health and Hygiene,164.5526,27,M,ST3,2302.3364
4735,FDL,8.115,0.032158866,Canned,154.8972,46,S,ST1,1713.7692
4736,FDP,,0.045068892,Snack Foods,190.8872,19,S,GS,945.436
4738,NCO,12.5,0.018845298,Health and Hygiene,96.7384,35,S,ST1,2759.0752
4739,FDQ,9.8,0.056375879000000004,Breads,84.6908,35,S,ST1,1006.6896
4740,FDQ,19.7,0.161356273,Canned,253.1014,18,M,ST2,2805.0154
4741,FDQ,14.3,0.034605882000000004,Baking Goods,95.9726,17,,ST1,2153.1972
4742,FDP,19.75,0.033942546000000004,Snack Foods,213.5902,49,M,ST1,4460.1942
4743,FDK,18.5,0.025740258999999998,Meat,89.4172,13,H,ST1,1605.9096
4744,NCJ,,0.026938317000000003,Household,174.1396,27,M,ST3,4012.1108
4745,FDI,12.35,0.033754478,Meat,199.0426,35,S,ST1,3361.6242
4746,NCW,,0.015375557,Health and Hygiene,156.9604,27,M,ST3,4278.4308
4747,FDG,5.365,0.140458316,Seafood,169.7764,49,M,ST1,3263.7516
4748,NCO,,0.046333982,Health and Hygiene,97.2384,27,M,ST3,2660.5368
4749,FDH,20.5,0.0,Frozen Foods,82.8592,35,S,ST1,908.1512
4750,FDR,8.71,0.139228412,Canned,49.5376,46,S,ST1,1198.44
4751,FDF,,0.0,Seafood,109.4596,27,M,ST3,1833.6132
4752,FDQ,16.0,0.0,Meat,48.1718,17,,ST1,756.3488
4753,FDZ,17.6,0.00799436,Dairy,171.6422,13,H,ST1,3793.7284
4754,FDV,20.7,0.12176716800000001,Frozen Foods,118.9466,45,,ST1,353.5398
4755,FDM,13.0,0.030083482,Canned,61.922,35,S,ST1,1557.9720000000002
4756,FDV,20.2,0.118025091,Baking Goods,195.81099999999998,17,,ST1,2553.343
4758,FDN,18.6,0.15193174199999998,Breakfast,101.1358,13,H,ST1,1105.8938
4759,DRN,,0.06383101299999999,Hard Drinks,46.206,27,M,ST3,1304.968
4760,FDU,13.35,0.103091351,Dairy,229.9352,17,,ST1,2519.3872
4761,FDZ,17.85,0.052389407,Snack Foods,120.9072,18,M,ST2,2817.6656
4762,NCQ,16.35,0.013355306,Others,105.52799999999999,13,H,ST1,2024.0320000000002
4763,FDF,14.85,0.019550858,Dairy,263.791,45,,ST1,4207.856
4764,FDT,21.25,0.01005532,Meat,183.1608,17,,ST1,2756.4120000000003
4765,FDN,14.15,0.034845667999999996,Snack Foods,242.7828,13,H,ST1,3167.8764
4767,FDN,,0.022685222,Fruits and Vegetables,161.592,27,M,ST3,4314.384
4768,FDQ,10.85,0.162571649,Snack Foods,107.4622,45,,ST1,529.311
4769,FDX,20.35,0.014825605,Fruits and Vegetables,233.2958,46,S,ST1,4206.5244
4770,NCH,16.35,0.058034349000000006,Household,124.802,10,,GS,253.00400000000002
4771,DRM,9.3,0.04378569400000001,Hard Drinks,191.6846,46,S,ST1,3057.3536
4776,NCG,16.35,0.029565308999999998,Household,256.4646,18,M,ST2,515.3292
4778,FDT,15.15,0.012332667,Snack Foods,130.0284,17,,ST1,3559.3668
4779,FDF,14.3,0.06519522900000001,Fruits and Vegetables,88.9856,35,S,ST1,1669.8264
4781,NCN,8.39,0.121178848,Household,165.1868,17,,ST1,2784.3756
4783,NCX,15.2,0.09698132,Health and Hygiene,116.3492,13,H,ST1,2548.6824
4784,FDM,20.2,0.064351908,Snack Foods,259.4646,35,S,ST1,2061.3168
4785,NCG,,0.079419801,Household,172.3106,27,M,ST3,5475.5392
4788,FDO,8.06,0.021420031000000003,Breakfast,232.0326,45,,ST1,3003.4238
4789,FDP,11.5,0.290430317,Fruits and Vegetables,130.6652,10,,GS,258.3304
4790,FDT,14.85,0.018571641,Canned,187.3214,46,S,ST1,4333.6922
4791,FDY,11.8,0.0,Fruits and Vegetables,45.2402,18,M,ST2,1148.505
4792,DRI,14.7,0.020952705,Hard Drinks,143.5128,49,M,ST1,2444.8176
4793,NCW,,0.102371638,Household,221.2456,19,S,GS,663.1368
4796,FDI,,0.038377013,Fruits and Vegetables,211.5586,27,M,ST3,4432.2306
4797,NCP,19.6,0.025325897000000003,Health and Hygiene,150.9024,49,M,ST1,3795.06
4799,FDH,15.1,0.105881129,Fruits and Vegetables,42.0796,45,,ST1,454.0756
4800,DRG,7.81,0.112906337,Soft Drinks,243.5486,10,,GS,488.6972
4801,FDA,7.81,0.055216312000000004,Canned,125.5046,35,S,ST1,3237.1196
4803,NCW,,0.058185842,Household,220.8456,27,M,ST3,4199.8664
4804,FDK,10.8,0.098814721,Meat,100.5042,18,M,ST2,1884.8798
4805,FDX,9.5,0.022058724,Meat,196.8452,46,S,ST1,3523.4136
4807,DRK,8.895,0.075876602,Hard Drinks,235.9616,17,,ST1,1874.8928
4810,FDD,19.35,0.016645164,Frozen Foods,120.9098,45,,ST1,1687.1372
4811,FDZ,19.7,0.018061324,Meat,102.59899999999999,45,,ST1,2063.98
4812,FDY,,0.028062401,Breads,44.0402,19,S,GS,91.8804
4813,NCE,5.825,0.091857904,Household,160.7894,18,M,ST2,1617.894
4814,FDE,,0.036109413,Fruits and Vegetables,140.6154,27,M,ST3,4538.0928
4816,FDQ,12.85,0.03324652,Snack Foods,172.4422,45,,ST1,4483.4972
4817,FDN,17.5,0.016720132,Meat,139.918,13,H,ST1,419.454
4818,FDS,17.0,0.055433377,Dairy,221.1114,46,S,ST1,4434.228
4819,FDX,7.05,0.084966021,Snack Foods,111.1912,46,S,ST1,1965.4416
4821,FDK,15.2,0.09174595099999999,Snack Foods,229.0352,35,S,ST1,2290.3520000000003
4822,FDS,,0.056685383,Fruits and Vegetables,178.437,27,M,ST3,3175.866
4823,FDE,11.35,0.00552947,Fruits and Vegetables,169.27900000000002,35,S,ST1,2376.906
4824,FDF,17.5,0.013664703,Frozen Foods,257.7304,45,,ST1,5683.2688
4825,FDA,16.25,0.08731067199999999,Dairy,95.541,49,M,ST1,1544.656
4826,FDX,12.85,0.022639195,Fruits and Vegetables,179.7318,49,M,ST1,2165.1816
4827,FDD,,0.016531033,Frozen Foods,122.4098,27,M,ST3,3012.745
4829,FDU,,0.035863436,Meat,58.3562,27,M,ST3,1125.8678
4830,NCQ,17.75,0.111301625,Others,107.5912,46,S,ST1,1528.6768
4831,NCY,6.38,0.015193323,Household,143.347,45,,ST1,858.882
4832,FDF,,0.046408927999999995,Canned,153.2998,27,M,ST3,3998.7948
4833,FDC,10.65,0.0,Fruits and Vegetables,57.1272,35,S,ST1,279.63599999999997
4835,DRC,,0.065119701,Soft Drinks,145.7128,27,M,ST3,4026.7584
4836,FDM,10.195,0.0,Frozen Foods,143.1154,17,,ST1,2410.8618
4837,FDE,6.67,0.090456903,Snack Foods,131.2626,17,,ST1,2098.6016
4838,NCU,5.32,0.093071679,Health and Hygiene,103.8674,45,,ST1,509.337
4840,DRF,12.1,0.029902678999999998,Soft Drinks,144.3444,18,M,ST2,1161.1552
4841,FDL,13.85,0.056547985999999995,Breakfast,232.73,18,M,ST2,6291.81
4843,NCF,18.35,0.08890854699999999,Household,192.8504,13,H,ST1,2876.256
4844,FDC,15.5,0.044024163,Fruits and Vegetables,102.0332,10,,GS,102.5332
4845,FDV,12.1,0.020568574,Snack Foods,150.4734,46,S,ST1,2078.6276
4847,FDU,19.25,0.058226609000000006,Frozen Foods,85.2908,13,H,ST1,671.1264
4848,FDD,8.71,0.072155462,Canned,183.3924,46,S,ST1,3146.5708
4849,NCA,10.5,0.027253711,Household,170.9106,13,H,ST1,3251.1014
4850,FDZ,11.6,0.144604071,Dairy,240.8222,18,M,ST2,3585.333
4851,FDT,16.0,0.193477995,Fruits and Vegetables,55.9246,10,,GS,405.4722
4853,FDH,10.395,0.031288338,Seafood,159.5604,45,,ST1,2852.2872
4854,FDD,8.05,0.078400465,Fruits and Vegetables,259.0646,46,S,ST1,4380.2982
4855,FDS,5.785,0.038976089,Fruits and Vegetables,264.2252,17,,ST1,3934.8779999999997
4856,FDF,10.3,0.058918844000000005,Fruits and Vegetables,191.653,49,M,ST1,5313.084
4857,FDM,12.5,0.031176157000000003,Fruits and Vegetables,103.09899999999999,18,M,ST2,722.393
4858,DRK,7.63,0.061159245999999994,Soft Drinks,92.5436,49,M,ST1,1607.2412
4859,FDO,13.5,0.0,Snack Foods,78.396,35,S,ST1,1438.128
4860,FDP,17.5,0.052550476,Snack Foods,101.29899999999999,45,,ST1,722.393
4861,DRF,,0.124448295,Soft Drinks,112.0518,19,S,GS,113.8518
4862,DRK,8.21,0.010808271999999999,Hard Drinks,150.5392,18,M,ST2,1043.9744
4863,FDT,11.65,0.010963269,Meat,110.9544,18,M,ST2,335.5632
4865,FDT,7.72,0.075035902,Breads,78.7986,18,M,ST2,856.8846
4866,NCT,5.88,0.024882613999999997,Household,149.4392,35,S,ST1,1640.5312
4868,NCF,,0.16657250099999998,Household,176.1712,27,M,ST3,3691.1952
4869,FDA,7.52,0.055081622999999996,Fruits and Vegetables,128.8994,13,H,ST1,2055.9904
4871,NCO,,0.029500321,Household,46.2086,27,M,ST3,802.9548
4872,FDO,6.985,0.137645467,Meat,185.2608,45,,ST1,2940.1728
4873,FDR,,0.0,Snack Foods,240.6222,27,M,ST3,4302.3996
4875,FDY,12.1,0.030102335,Canned,74.767,13,H,ST1,2220.4429999999998
4876,FDY,5.98,0.043740308,Fruits and Vegetables,145.3418,18,M,ST2,2354.2688
4877,NCS,9.0,0.069653585,Health and Hygiene,266.2884,49,M,ST1,2914.8724
4878,FDJ,7.145,0.01785932,Frozen Foods,160.6578,18,M,ST2,2246.4092
4879,NCX,19.0,0.017755213,Health and Hygiene,211.7244,45,,ST1,2752.4172
4880,FDQ,7.855,0.161875063,Baking Goods,35.6848,45,,ST1,335.5632
4881,FDV,19.5,0.128181759,Breads,156.1314,35,S,ST1,2792.3652
4882,FDE,8.71,0.12125037400000001,Canned,92.7778,46,S,ST1,1032.6558
4883,FDA,11.5,0.014921093,Starchy Foods,173.908,18,M,ST2,1211.756
4885,FDE,13.65,0.031508924,Canned,98.77,45,,ST1,1697.79
4886,DRD,6.135,0.079094835,Soft Drinks,114.38600000000001,49,M,ST1,1018.674
4887,DRF,5.655,0.175793413,Soft Drinks,146.9102,18,M,ST2,1749.7224
4888,FDF,14.85,0.019495051,Dairy,261.291,13,H,ST1,10256.649
4892,FDR,5.675,0.023496967,Snack Foods,156.1288,46,S,ST1,2828.3184
4893,NCH,5.51,0.0,Health and Hygiene,98.9726,18,M,ST2,1565.9616
4894,FDJ,17.75,0.073559521,Seafood,33.9216,45,,ST1,830.9184
4895,FDZ,17.75,0.07626905,Baking Goods,113.1544,18,M,ST2,1006.6896
4896,FDV,8.365,0.039925235,Fruits and Vegetables,189.2188,45,,ST1,4570.0512
4898,FDZ,10.0,0.03773288,Snack Foods,128.2994,13,H,ST1,1413.4934
4900,DRA,19.35,0.039920687,Soft Drinks,163.3868,35,S,ST1,3439.5228
4901,FDS,,0.022351807999999997,Meat,143.7812,27,M,ST3,4986.842000000001
4902,NCL,7.39,0.12018089400000001,Others,141.447,13,H,ST1,2290.3520000000003
4903,FDD,7.945,0.015900971,Snack Foods,163.821,49,M,ST1,1794.3310000000001
4904,FDC,16.0,0.172759093,Snack Foods,157.0972,46,S,ST1,4673.916
4905,NCK,20.1,0.077454252,Health and Hygiene,59.2536,46,S,ST1,735.0432
4906,FDB,20.6,0.039255412,Fruits and Vegetables,94.4778,10,,GS,93.8778
4909,FDZ,20.0,0.08618788599999999,Frozen Foods,125.4678,10,,GS,127.1678
4910,FDK,5.695,0.10978405599999999,Frozen Foods,256.0646,10,,GS,1288.323
4912,FDV,15.25,0.0,Snack Foods,178.166,45,,ST1,4853.682
4913,FDB,,0.029023048,Canned,177.83700000000002,27,M,ST3,6704.606
4914,FDD,18.25,0.183142346,Dairy,110.35700000000001,13,H,ST1,2087.283
4915,FDN,15.6,0.0,Snack Foods,170.6132,13,H,ST1,6595.4148
4916,FDB,13.0,0.153857402,Canned,76.3986,49,M,ST1,778.9860000000001
4917,FDS,7.02,0.081290366,Fruits and Vegetables,147.3734,49,M,ST1,2524.0478
4918,FDR,19.7,0.066935459,Snack Foods,177.537,46,S,ST1,3175.866
4919,NCD,9.1,0.055514919,Household,112.5518,49,M,ST1,341.5554
4920,FDO,8.0,0.050657232,Breads,249.9092,10,,GS,249.0092
4921,NCC,17.75,0.098108957,Health and Hygiene,240.9196,18,M,ST2,4579.3724
4922,FDV,19.5,0.128405328,Breads,156.4314,49,M,ST1,2326.971
4923,NCU,7.685,0.025477448,Health and Hygiene,145.276,46,S,ST1,3515.4240000000004
4924,NCZ,9.6,0.040969757,Health and Hygiene,188.7214,10,,GS,376.8428
4925,DRE,19.6,0.040550868,Dairy,45.5718,10,,GS,47.2718
4926,FDZ,17.6,0.17554588899999998,Snack Foods,163.6868,10,,GS,163.7868
4927,FDE,15.6,0.099344826,Dairy,63.6194,45,,ST1,743.0328
4929,FDX,,0.013861607,Baking Goods,94.4462,27,M,ST3,2036.0164
4930,FDS,,0.076387367,Snack Foods,112.1518,27,M,ST3,3870.9612
4931,NCS,14.5,0.08996026,Health and Hygiene,159.5604,45,,ST1,1426.1436
4933,DRM,9.695,0.070587419,Hard Drinks,176.9344,45,,ST1,5888.3352
4935,NCP,20.7,0.039238384,Household,152.8366,35,S,ST1,2569.3222
4937,NCP,8.275,0.11019797699999999,Household,104.2306,13,H,ST1,3658.571
4938,NCD,,0.028048877000000003,Household,106.1964,19,S,GS,210.3928
4939,FDP,19.85,0.045631230999999994,Fruits and Vegetables,128.102,13,H,ST1,1265.02
4941,FDQ,20.35,0.25286597899999996,Meat,82.7276,10,,GS,162.4552
4942,FDE,17.7,0.135306012,Starchy Foods,183.7924,49,M,ST1,2221.1088
4943,FDN,,0.126760908,Breakfast,176.937,19,S,GS,352.874
4944,FDC,8.39,0.024201083999999998,Frozen Foods,112.6176,35,S,ST1,2175.8344
4946,DRF,8.93,0.028411898999999997,Dairy,152.334,35,S,ST1,2143.876
4947,NCB,15.7,0.160529322,Household,59.2562,13,H,ST1,296.281
4949,DRN,,0.049934854,Soft Drinks,95.0752,27,M,ST3,2588.6304
4951,NCD,,0.015359722,Household,163.7526,27,M,ST3,1973.4312
4952,FDK,11.65,0.034049703,Seafood,112.286,17,,ST1,452.744
4953,DRE,20.75,0.02128304,Soft Drinks,153.5024,49,M,ST1,2428.8384
4954,FDU,,0.063462048,Frozen Foods,157.563,27,M,ST3,1721.0929999999998
4955,FDD,16.2,0.074019393,Frozen Foods,41.7454,10,,GS,83.8908
4956,FDF,10.195,0.017666978,Starchy Foods,239.4538,45,,ST1,4566.7222
4957,NCR,,0.12429953099999999,Household,73.4696,19,S,GS,298.2784
4958,FDD,13.3,0.079739853,Dairy,233.03,13,H,ST1,5359.69
4959,FDF,6.215,0.012167793,Fruits and Vegetables,37.4848,49,M,ST1,111.8544
4960,FDS,6.67,0.0,Snack Foods,90.5514,18,M,ST2,974.0654
4961,FDK,12.6,0.074338562,Dairy,255.5356,17,,ST1,9664.7528
4962,FDD,12.15,0.018407033,Frozen Foods,254.7698,35,S,ST1,5834.4054
4965,FDP,20.85,0.05646571400000001,Breads,103.6648,46,S,ST1,2285.0256
4966,NCN,11.0,0.05492864099999999,Health and Hygiene,101.7358,35,S,ST1,1508.037
4967,NCM,15.6,0.066829875,Others,185.5924,49,M,ST1,3146.5708
4969,FDS,10.195,0.146692433,Dairy,194.5794,17,,ST1,4096.6674
4971,FDM,20.2,0.064464147,Snack Foods,255.7646,49,M,ST1,5410.9566
4972,FDJ,18.0,0.12495901300000001,Frozen Foods,116.5124,18,M,ST2,355.5372
4973,FDT,6.75,0.0,Dairy,96.7752,49,M,ST1,1342.2528
4975,FDT,7.59,0.145335007,Fruits and Vegetables,173.108,45,,ST1,2077.2960000000003
4979,FDW,8.3,0.038211537000000004,Dairy,87.7198,46,S,ST1,1569.9564
4980,FDJ,16.7,0.03874616,Snack Foods,143.8102,17,,ST1,4811.7366
4981,FDX,,0.03443677,Breads,156.5288,27,M,ST3,4870.9928
4982,FDK,9.695,0.130261652,Fruits and Vegetables,185.2898,45,,ST1,3367.6164
4983,NCN,8.235,0.014456938,Health and Hygiene,184.795,35,S,ST1,1464.76
4986,FDS,8.38,0.046878474,Baking Goods,109.85700000000001,35,S,ST1,2306.9970000000003
4987,FDR,11.65,0.220111117,Baking Goods,153.0024,10,,GS,455.4072
4988,FDM,9.195,0.0471117,Frozen Foods,52.0666,35,S,ST1,615.1992
4989,FDZ,8.1,0.019768503,Canned,88.6198,46,S,ST1,1569.9564
4991,NCQ,17.6,0.018905326,Health and Hygiene,234.65900000000002,46,S,ST1,8508.924
4992,NCN,20.25,0.014280553999999999,Household,148.0418,18,M,ST2,1177.1344
4993,DRH,5.98,0.075675438,Hard Drinks,53.3614,49,M,ST1,331.5684
4994,NCI,18.75,0.010381661,Household,207.8954,49,M,ST1,2292.3494
4995,FDT,5.82,0.07747588400000001,Fruits and Vegetables,255.333,45,,ST1,4870.327
4996,DRL,8.52,0.02705936,Soft Drinks,153.3682,46,S,ST1,914.8092
4997,FDG,15.5,0.126199917,Fruits and Vegetables,178.4028,18,M,ST2,1239.7196
4998,FDF,16.7,0.119462225,Fruits and Vegetables,182.7976,46,S,ST1,1810.976
4999,FDV,9.6,0.027454997000000002,Snack Foods,258.1304,18,M,ST2,2324.9736
5000,NCF,9.13,0.051928034000000005,Household,151.4024,49,M,ST1,1973.4312
5001,FDD,10.5,0.0,Starchy Foods,78.296,46,S,ST1,1438.128
5002,FDQ,17.0,0.119570595,Frozen Foods,249.7434,49,M,ST1,4221.8378
5003,FDP,,0.033725742999999996,Snack Foods,211.6902,27,M,ST3,4247.804
5004,FDK,9.195,0.10127579199999999,Baking Goods,46.4744,35,S,ST1,950.7624
5005,NCA,10.1,0.056077574000000005,Household,117.8492,46,S,ST1,1621.8888
5006,NCE,8.18,0.0,Household,140.5154,45,,ST1,1701.7848
5007,FDM,8.655,0.088178053,Snack Foods,122.6756,35,S,ST1,2302.3364
5009,FDI,10.65,0.085119855,Snack Foods,229.8668,35,S,ST1,4146.6024
5010,FDE,13.65,0.031418984,Canned,99.27,13,H,ST1,2596.62
5011,DRF,17.25,0.08480965800000001,Soft Drinks,261.191,17,,ST1,3155.8920000000003
5012,FDW,9.5,0.035350045,Fruits and Vegetables,169.7448,17,,ST1,3579.3408
5013,FDC,16.7,0.0,Starchy Foods,63.6168,49,M,ST1,1342.2528
5014,NCI,8.6,0.054601779,Health and Hygiene,141.1154,10,,GS,425.4462
5015,FDV,19.25,0.10218842800000001,Dairy,54.3956,18,M,ST2,1201.1032
5016,FDZ,11.0,0.133034816,Canned,222.0798,13,H,ST1,2864.9374
5017,DRD,9.895,0.16817143,Soft Drinks,237.7564,45,,ST1,3813.7024
5018,FDA,14.0,0.029722659,Dairy,143.4786,46,S,ST1,1589.2646
5020,FDS,20.85,0.062172698,Baking Goods,90.2514,13,H,ST1,619.8598
5021,FDI,7.64,0.070704474,Snack Foods,93.412,46,S,ST1,1491.392
5022,FDQ,,0.191500528,Baking Goods,121.2098,19,S,GS,120.5098
5023,FDJ,17.7,0.12206551800000001,Meat,103.3674,49,M,ST1,2546.685
5024,FDV,7.97,0.04021623,Meat,90.4514,17,,ST1,1328.271
5025,NCL,12.35,0.041737627,Health and Hygiene,33.1216,46,S,ST1,519.3240000000001
5027,FDC,,0.135075924,Fruits and Vegetables,170.3106,27,M,ST3,3422.212
5028,FDN,6.305,0.12301331,Snack Foods,93.2436,13,H,ST1,2079.9592
5030,FDL,15.1,0.067212845,Snack Foods,260.2304,45,,ST1,4908.2776
5031,NCF,17.35,0.280164929,Household,177.5712,10,,GS,527.3136
5032,FDG,7.405,0.015271793,Canned,89.9146,46,S,ST1,1550.6482
5034,FDO,19.7,0.07803497599999999,Baking Goods,178.06599999999997,49,M,ST1,3954.8520000000003
5035,FDY,17.7,0.042649476,Frozen Foods,162.721,18,M,ST2,978.7260000000001
5036,FDZ,17.6,0.104859135,Snack Foods,161.8868,35,S,ST1,4094.67
5037,FDH,15.85,0.110202066,Frozen Foods,39.7506,49,M,ST1,721.0614
5038,FDN,17.5,0.01558456,Fruits and Vegetables,185.1266,49,M,ST1,4795.0916
5039,DRJ,,0.060805497,Soft Drinks,150.8024,27,M,ST3,3339.6528
5040,FDE,9.6,0.036490369,Fruits and Vegetables,140.8154,17,,ST1,1843.6002
5041,FDG,11.0,0.088025298,Frozen Foods,158.063,45,,ST1,2659.8709999999996
5042,FDI,20.75,0.129864461,Seafood,240.188,18,M,ST2,5992.2
5043,DRD,,0.0,Soft Drinks,89.4146,27,M,ST3,2645.2234
5044,FDD,16.6,0.084176826,Canned,118.0124,10,,GS,592.562
5045,FDI,12.5,0.062343432000000004,Baking Goods,199.7426,46,S,ST1,593.2278
5047,FDH,19.1,0.025867261000000003,Fruits and Vegetables,147.6418,35,S,ST1,1471.418
5048,FDS,5.785,0.038817121,Fruits and Vegetables,262.6252,49,M,ST1,524.6504
5049,DRJ,11.65,0.01941154,Hard Drinks,40.3164,45,,ST1,502.0132
5050,NCA,19.0,0.216478153,Household,190.1872,10,,GS,567.2616
5051,FDF,5.19,0.042707323,Frozen Foods,197.81099999999998,45,,ST1,2946.165
5052,NCX,14.15,0.0,Household,196.31099999999998,46,S,ST1,3338.987
5053,NCO,16.2,0.175898114,Health and Hygiene,183.7608,18,M,ST2,2940.1728
5054,FDT,7.72,0.074847665,Breads,78.8986,49,M,ST1,623.1888
5055,NCJ,18.6,0.118180011,Others,56.2588,46,S,ST1,1030.6584
5056,FDI,8.35,0.127587344,Frozen Foods,76.5354,17,,ST1,1805.6496
5057,NCJ,18.6,0.19780911,Others,55.6588,10,,GS,114.5176
5058,NCS,,0.069208684,Health and Hygiene,264.0884,27,M,ST3,4504.8028
5059,NCC,19.0,0.026963908999999998,Household,129.8336,13,H,ST1,3451.5072
5060,FDJ,8.895,0.039261947,Baking Goods,207.4296,17,,ST1,2492.7552
5062,FDX,15.1,0.100423086,Fruits and Vegetables,144.7786,17,,ST1,2600.6148
5063,FDH,,0.0,Canned,91.8488,27,M,ST3,2716.4640000000004
5064,FDD,20.5,0.036353098,Frozen Foods,75.8696,46,S,ST1,2386.2272
5065,FDR,,0.077348214,Snack Foods,259.7962,27,M,ST3,8028.8822
5066,FDB,20.6,0.023548476000000002,Fruits and Vegetables,93.3778,18,M,ST2,1314.2892
5067,FDP,15.85,0.069043044,Breads,218.7166,13,H,ST1,4136.6154
5068,FDG,20.6,0.048010812,Fruits and Vegetables,187.7556,49,M,ST1,3004.0896
5069,FDF,10.3,0.05877842900000001,Fruits and Vegetables,187.85299999999998,13,H,ST1,2656.542
5070,NCJ,,0.117607719,Others,55.2588,27,M,ST3,2748.4224
5071,FDY,17.6,0.127412338,Meat,111.3202,10,,GS,337.5606
5072,FDK,11.35,0.044945123,Snack Foods,101.0016,13,H,ST1,2631.2416
5074,FDN,17.5,0.016802225,Meat,138.518,18,M,ST2,2376.906
5076,NCK,11.0,0.03786331,Health and Hygiene,40.948,13,H,ST1,319.584
5078,FDD,13.3,0.07979117599999999,Dairy,232.73,35,S,ST1,2796.36
5080,DRY,9.395,0.109265987,Soft Drinks,42.3112,49,M,ST1,980.0576
5081,FDT,6.75,0.10821852,Dairy,96.3752,35,S,ST1,1342.2528
5082,FDC,15.7,0.122392031,Canned,133.1942,13,H,ST1,2782.3782
5083,NCN,8.39,0.20168772,Household,162.8868,10,,GS,327.5736
5084,FDP,,0.046259035999999996,Fruits and Vegetables,47.4692,27,M,ST3,1576.6144
5085,FDW,9.6,0.035651291,Snack Foods,244.917,45,,ST1,2916.204
5087,NCO,12.8,0.09140807599999999,Others,108.9938,18,M,ST2,1071.938
5088,FDL,12.85,0.169405699,Frozen Foods,46.106,17,,ST1,792.302
5089,FDT,13.65,0.015943701,Breads,231.9668,45,,ST1,3225.1352
5090,DRF,,0.174232377,Soft Drinks,146.6102,27,M,ST3,1895.5326
5092,FDY,,0.052749199000000004,Canned,74.967,19,S,GS,229.701
5095,FDE,8.775,0.036159635,Fruits and Vegetables,110.7228,10,,GS,331.5684
5096,FDC,10.65,0.024020077999999997,Fruits and Vegetables,57.2272,45,,ST1,1174.4712
5097,FDI,7.64,0.071104408,Snack Foods,95.012,17,,ST1,1864.24
5099,NCI,8.645,0.144006886,Health and Hygiene,94.741,18,M,ST2,1061.951
5101,FDA,,0.129425145,Dairy,219.3482,19,S,GS,219.0482
5102,FDR,5.405,0.053839714000000004,Canned,198.6742,18,M,ST2,2388.8904
5103,FDC,,0.09862906199999999,Fruits and Vegetables,90.6462,27,M,ST3,2406.2012
5104,FDF,10.195,0.017658634,Starchy Foods,240.1538,49,M,ST1,1442.1228
5106,FDY,,0.170186628,Snack Foods,159.0262,19,S,GS,159.1262
5107,DRG,8.88,0.086781204,Hard Drinks,152.2682,46,S,ST1,1829.6184
5108,FDY,,0.042270750999999995,Frozen Foods,162.52100000000002,27,M,ST3,4567.388
5112,FDU,12.35,0.026722744,Canned,59.2246,49,M,ST1,984.7182
5113,FDW,,0.037516862000000005,Dairy,124.3704,27,M,ST3,3004.0896
5114,FDS,16.85,0.023154399,Snack Foods,43.9428,46,S,ST1,351.5424
5115,FDG,14.7,0.072284689,Fruits and Vegetables,49.8034,35,S,ST1,631.8442
5116,FDQ,8.63,0.028391879,Canned,173.9422,18,M,ST2,4138.6128
5118,FDC,,0.024088444,Frozen Foods,112.7176,27,M,ST3,1832.2816
5119,NCZ,19.85,0.06440905599999999,Health and Hygiene,126.7704,35,S,ST1,1752.3856
5120,FDW,5.765,0.082012293,Baking Goods,37.5164,46,S,ST1,656.4788
5121,FDB,17.75,0.157075658,Dairy,240.5538,49,M,ST1,3845.6608
5124,FDV,,0.076483451,Fruits and Vegetables,43.4086,27,M,ST3,847.5634
5125,FDG,6.13,0.10234983,Fruits and Vegetables,55.0298,49,M,ST1,539.298
5126,FDS,9.1,0.174827835,Baking Goods,127.2362,18,M,ST2,1635.8706
