Item_Identifier,Item_Weight,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Type,Item_Outlet_Sales
NCX,,0.096592065,Health and Hygiene,117.4492,27,M,ST3,1621.8888
FDI,9.5,0.074460855,Snack Foods,253.6724,49,M,ST1,5033.448
FDD,12.85,0.030789914,Starchy Foods,254.904,17,,ST1,3036.048
FDA,14,0.030216783,Fruits and Vegetables,216.6192,18,M,ST2,3020.0688
FDW,18.35,0.094279004,Fruits and Vegetables,86.3882,35,S,ST1,1545.9876
FDX,,0.04022593,Snack Foods,210.9928,19,S,GS,210.3928
FDQ,7.155,0.168527463,Breads,33.6874,45,,ST1,1023.3346
FDT,5.82,0.077304459,Fruits and Vegetables,257.633,35,S,ST1,4613.994
NCQ,17.75,0,Others,108.6912,18,M,ST2,1201.1032
FDW,18,0.142570104,Fruits and Vegetables,88.2514,13,H,ST1,1505.3738
FDE,7.06,0.043968652,Starchy Foods,57.6904,49,M,ST1,585.904
FDC,15.6,0.045076878,Dairy,241.3854,45,,ST1,2900.2248
NCW,,0.030347404,Health and Hygiene,192.5162,27,M,ST3,3078.6592
NCG,12.3,0.052492122,Household,191.053,35,S,ST1,3415.554
FDQ,15,0.077999504,Meat,238.0248,35,S,ST1,1896.1984
FDV,18.2,0.012597384,Snack Foods,141.218,13,H,ST1,2936.178
NCM,20.5,0.023179181,Others,154.034,49,M,ST1,2450.144
DRA,8.27,0.128126825,Soft Drinks,183.6924,49,M,ST1,1295.6468
FDW,,0.097410707,Canned,52.7324,27,M,ST3,2492.7552
DRF,8.93,0.028417272,Dairy,154.534,46,S,ST1,2603.278
FDT,6.215,0.049902382,Baking Goods,225.8062,17,,ST1,3159.8868
FDD,20.25,0.014823358,Dairy,190.7162,45,,ST1,1154.4972
FDN,7.895,0.061424738,Breakfast,57.7588,18,M,ST2,1145.176
FDE,19.35,0.049594299,Fruits and Vegetables,77.0644,13,H,ST1,2278.3676
NCL,9.695,0.113939434,Health and Hygiene,160.2604,46,S,ST1,1901.5248
NCO,,0.027532258,Household,185.0608,19,S,GS,551.2824
FDB,8.21,0.045016894,Dairy,87.6198,45,,ST1,1133.8574
FDF,7.3,0.086307051,Frozen Foods,146.8076,45,,ST1,1330.2684
FDL,20,0.104083376,Canned,107.4622,46,S,ST1,3705.177
FDO,7.865,0.061154604,Breakfast,165.3526,49,M,ST1,1151.1682
DRG,,0.184035253,Dairy,42.2138,19,S,GS,40.6138
FDX,20.35,0.024815024,Fruits and Vegetables,234.0958,10,,GS,467.3916
FDX,16,0.106918052,Baking Goods,183.5634,49,M,ST1,4725.8484
NCW,18,0,Health and Hygiene,158.0604,49,M,ST1,3327.6684
FDI,18.7,0.105104552,Frozen Foods,121.7072,18,M,ST2,1347.5792
FDN,,0.087936752,Fruits and Vegetables,115.9466,27,M,ST3,4124.631
DRD,10.6,0.056795923,Dairy,232.8642,46,S,ST1,3485.463
DRF,5.655,0.176070535,Soft Drinks,144.0102,17,,ST1,1749.7224
DRH,,0.19244045,Dairy,43.9428,19,S,GS,131.8284
FDX,10.195,0.051871718,Breads,35.3558,18,M,ST2,237.6906
FDO,8.06,0.035780177,Breakfast,230.2326,10,,GS,693.0978
FDY,16.35,0.104463896,Fruits and Vegetables,227.1062,10,,GS,225.7062
FDR,6.46,0.049162885,Fruits and Vegetables,146.9102,46,S,ST1,1895.5326
NCH,13.5,0.072655379,Household,157.792,35,S,ST1,3994.8
NCW,16.2,0.050442528,Household,190.8162,45,,ST1,2693.8268
NCC,19.1,0.177992139,Household,173.1422,18,M,ST2,2931.5174
DRJ,,0,Hard Drinks,188.1872,27,M,ST3,3214.4824
FDO,5.48,0.015131684,Frozen Foods,83.025,49,M,ST1,1414.825
FDB,6.055,0.031151714,Fruits and Vegetables,158.7578,49,M,ST1,2085.9514
NCZ,9.6,0.024456797,Health and Hygiene,186.6214,13,H,ST1,3203.1638
DRJ,6.135,0.192540665,Soft Drinks,160.2236,10,,GS,322.2472
DRE,8.43,0.01732573,Soft Drinks,197.9768,46,S,ST1,1182.4608
DRA,8.27,0.127821472,Soft Drinks,185.9924,13,H,ST1,555.2772
FDS,10.195,0.012477512,Meat,197.111,49,M,ST1,785.644
NCW,14,0.028980533,Health and Hygiene,129.531,18,M,ST2,2077.296
DRN,8.01,0.070356805,Hard Drinks,36.8532,49,M,ST1,755.0172
FDB,16.25,0.057396092,Fruits and Vegetables,125.8046,46,S,ST1,747.0276
FDV,13.35,0.048017962,Breads,219.6166,35,S,ST1,3483.4656
FDD,,0.071806046,Canned,186.5924,27,M,ST3,5182.5872
FDV,17.75,0.05507343,Fruits and Vegetables,145.1444,46,S,ST1,1886.8772
FDH,13.5,0,Baking Goods,88.054,13,H,ST1,1211.756
FDM,11.8,0,Meat,102.4674,10,,GS,203.7348
DRG,5.78,0.014577695,Soft Drinks,147.2102,49,M,ST1,1895.5326
FDP,9,0,Breakfast,55.2614,18,M,ST2,552.614
FDB,17.75,0.156831826,Dairy,241.0538,46,S,ST1,1201.769
FDL,8.395,0,Snack Foods,98.7042,13,H,ST1,892.8378
FDJ,,0.057512481,Fruits and Vegetables,62.5536,27,M,ST3,1592.5936
FDD,12.85,0,Starchy Foods,253.004,18,M,ST2,3795.06
FDW,8.5,0.098036903,Canned,51.5324,49,M,ST1,882.8508
FDA,14,0,Fruits and Vegetables,216.9192,17,,ST1,6471.576
DRQ,9.3,0.042377219,Hard Drinks,123.7388,45,,ST1,1609.9044
DRI,15.85,0.107597879,Soft Drinks,58.7904,46,S,ST1,585.904
FDU,10.8,0.082549896,Dairy,193.7504,46,S,ST1,4602.0096
FDJ,7.26,0.02414202,Meat,117.415,10,,GS,466.06
FDT,18.7,0.057771828,Dairy,85.3566,18,M,ST2,591.8962
FDX,16,0.057292529,Dairy,224.3404,18,M,ST2,4500.808
NCN,8.895,0.124610886,Household,113.1544,13,H,ST1,4250.4672
FDQ,11.1,0.010663189,Canned,82.3908,45,,ST1,1342.2528
DRP,18.85,0.091237452,Hard Drinks,128.9336,18,M,ST2,1278.336
DRK,7.905,0.064325351,Hard Drinks,230.2694,18,M,ST2,3197.1716
DRI,14.7,0.020920179,Hard Drinks,143.8128,46,S,ST1,3020.0688
FDK,12.6,0.041641933,Fruits and Vegetables,121.1072,45,,ST1,980.0576
FDC,16,0.173462841,Snack Foods,157.6972,18,M,ST2,2960.1468
FDI,,0.24749009,Dairy,263.1884,19,S,GS,529.9768
FDG,,0.087421738,Frozen Foods,154.463,27,M,ST3,2972.797
FDK,13.35,0.038744606,Snack Foods,239.3564,17,,ST1,3098.6332
FDX,20.1,0.124910635,Dairy,109.6228,10,,GS,110.5228
FDP,8.185,0.046673494,Fruits and Vegetables,48.4692,18,M,ST2,591.2304
NCX,9.195,0.048134591,Household,107.7622,49,M,ST1,529.311
FDI,19.1,0.038720852,Fruits and Vegetables,210.8586,18,M,ST2,6331.758
FDH,12.85,0.12241394,Snack Foods,42.9428,17,,ST1,703.0848
NCO,11.15,0.032321608,Health and Hygiene,165.6526,45,,ST1,1315.6208
FDK,9.8,0.026139404,Snack Foods,216.785,45,,ST1,1947.465
DRO,10.195,0,Hard Drinks,114.086,46,S,ST1,1810.976
FDT,,0.144338493,Fruits and Vegetables,172.108,27,M,ST3,4327.7
FDY,12,0.034166609,Canned,181.2976,17,,ST1,5070.7328
FDS,,0.27321283,Fruits and Vegetables,240.9538,19,S,GS,480.7076
FDJ,16.7,0.03858813,Snack Foods,144.6102,49,M,ST1,3353.6346
FDO,17.1,0.032628111,Frozen Foods,148.7392,46,S,ST1,1640.5312
FDL,,0.133198355,Baking Goods,91.083,19,S,GS,89.883
FDJ,16.7,0.038528228,Snack Foods,143.9102,46,S,ST1,1749.7224
FDD,19.35,0.016705436,Frozen Foods,120.8098,17,,ST1,3374.2744
FDS,19.2,0.058893461,Snack Foods,178.9318,10,,GS,180.4318
FDG,,0.050256161,Canned,150.9024,27,M,ST3,4857.6768
FDN,18.25,0.054234197,Snack Foods,142.0154,46,S,ST1,2269.0464
FDS,16.75,0.12961476,Breads,86.1856,17,,ST1,1406.1696
FDO,17.1,0.054612768,Frozen Foods,150.2392,10,,GS,596.5568
FDM,13,0.030150193,Canned,61.422,45,,ST1,539.298
FDF,7.17,0.059849153,Fruits and Vegetables,129.4968,45,,ST1,3392.9168
FDS,19.85,0.034942397,Snack Foods,61.9194,10,,GS,123.8388
NCJ,,0.060672263,Household,119.8782,19,S,GS,238.3564
FDX,4.615,0.102038294,Canned,231.93,45,,ST1,2563.33
FDU,7.63,0.135258515,Snack Foods,47.2402,18,M,ST2,918.804
NCN,8.39,0.120396991,Household,163.4868,13,H,ST1,4586.0304
NCN,5.175,0.030527166,Health and Hygiene,33.5874,17,,ST1,635.1732
NCE,16,0.099053537,Household,212.6902,13,H,ST1,637.1706
FDN,,0.134564284,Snack Foods,159.8236,19,S,GS,322.2472
FDB,,0.030288215,Dairy,256.7672,27,M,ST3,4346.3424
FDA,,0.073562475,Dairy,217.6482,27,M,ST3,3285.723
FDD,9.5,0.048883854,Starchy Foods,185.7898,18,M,ST2,2619.2572
FDH,10.895,0.035893143,Fruits and Vegetables,131.3284,18,M,ST2,1318.284
FDO,,0.014998914,Meat,72.4038,19,S,GS,221.7114
FDY,17.2,0.012012071,Canned,163.1184,46,S,ST1,4623.3152
FDP,19.85,0.045855273,Fruits and Vegetables,127.102,18,M,ST2,1771.028
DRG,6.385,0.14032811,Hard Drinks,109.1596,10,,GS,107.8596
DRJ,11.65,0.019402371,Hard Drinks,38.7164,49,M,ST1,579.246
FDP,12.85,0,Snack Foods,155.463,35,S,ST1,4068.038
FDY,17.7,0.042716709,Frozen Foods,163.221,17,,ST1,1794.331
FDV,9.1,0.081794766,Breads,173.6054,49,M,ST1,700.4216
FDG,15.5,0.125942816,Fruits and Vegetables,176.0028,45,,ST1,1239.7196
NCH,16.35,0,Household,127.902,17,,ST1,2150.534
FDV,10.695,0.011472001,Snack Foods,75.2038,18,M,ST2,517.3266
FDT,16.6,0.103146658,Fruits and Vegetables,117.2466,49,M,ST1,2239.0854
FDG,,0.012327847,Starchy Foods,173.8738,19,S,GS,347.5476
FDG,13.15,0.166032929,Fruits and Vegetables,170.8764,18,M,ST2,2233.0932
FDX,11.5,0.04224015,Frozen Foods,194.982,17,,ST1,3089.312
NCH,,0.072317217,Household,160.792,27,M,ST3,3675.216
FDU,,0.139484292,Baking Goods,94.312,27,M,ST3,2516.724
FDW,5.63,0.024536636,Meat,106.1306,35,S,ST1,2090.612
FDV,19.2,0.085296625,Canned,153.4314,18,M,ST2,1861.5768
FDQ,,0.080649685,Meat,189.9846,27,M,ST3,6114.7072
FDA,6.695,0,Frozen Foods,219.4456,46,S,ST1,3094.6384
FDO,15.75,0.054930533,Baking Goods,194.4452,46,S,ST1,5089.3752
FDM,12.5,0.031097948,Fruits and Vegetables,103.899,49,M,ST1,1960.781
FDT,21.25,0.016735879,Meat,185.2608,10,,GS,183.7608
NCQ,,0.134418705,Household,99.67,27,M,ST3,2596.62
NCL,18.85,0.168266556,Household,195.5136,18,M,ST2,1749.7224
NCJ,20.1,0.034646067,Household,120.6782,35,S,ST1,1310.9602
NCQ,11.395,0.021639678,Health and Hygiene,150.1708,49,M,ST1,2708.4744
FDS,9.3,0.11144608,Breads,64.6826,45,,ST1,1097.9042
NCI,,0.013956116,Household,222.3746,27,M,ST3,5609.365
NCO,12.8,0.152377658,Others,108.1938,10,,GS,428.7752
FDW,6.8,0.037465846,Baking Goods,47.5034,13,H,ST1,534.6374
NCS,,0.020876485,Health and Hygiene,133.7942,27,M,ST3,1722.4246
FDO,15,0.0268952,Baking Goods,220.3456,45,,ST1,1989.4104
FDT,19.85,0.081916124,Breads,167.6816,17,,ST1,1845.5976
DRN,7.85,0.163233667,Hard Drinks,144.6444,49,M,ST1,2467.4548
FDY,20.2,0.121748174,Snack Foods,96.9752,18,M,ST2,1725.7536
DRE,11.85,0.132939639,Dairy,98.0726,45,,ST1,1761.7068
FDM,6.135,0.079327367,Baking Goods,152.8366,46,S,ST1,2871.5954
FDX,9,0.065194971,Snack Foods,177.737,13,H,ST1,2117.244
FDY,17.5,0.026248606,Snack Foods,255.1356,18,M,ST2,3815.034
FDF,12.15,0.131921819,Frozen Foods,246.346,17,,ST1,739.038
FDG,11,0,Frozen Foods,155.263,49,M,ST1,625.852
FDF,17.5,0.026865809,Frozen Foods,261.691,35,S,ST1,4207.856
FDU,,0.046544984,Fruits and Vegetables,172.0422,27,M,ST3,4828.3816
DRH,,0.092241348,Dairy,75.867,27,M,ST3,2450.144
FDP,17.5,0.052740763,Snack Foods,103.799,17,,ST1,1135.189
FDE,,0,Snack Foods,119.8124,27,M,ST3,1659.1736
DRD,10.6,0.056748659,Dairy,233.6642,13,H,ST1,3950.1914
FDJ,7.145,0.017822936,Frozen Foods,161.3578,45,,ST1,1123.2046
FDS,,0.017659068,Canned,175.9686,27,M,ST3,5866.3638
FDZ,20.7,0.07929647,Baking Goods,97.2042,46,S,ST1,1686.4714
FDG,,0.007006883,Starchy Foods,173.5738,27,M,ST3,1216.4166
FDY,17.5,0.026195131,Snack Foods,252.6356,45,,ST1,2543.356
FDY,17.7,0.042542484,Frozen Foods,161.921,49,M,ST1,2120.573
FDY,8.6,0.054474158,Breads,131.031,35,S,ST1,1038.648
FDE,9.5,0,Frozen Foods,228.4668,49,M,ST1,3916.2356
FDJ,17.7,0.122372504,Meat,101.5674,18,M,ST2,1629.8784
FDH,12.3,0.037148619,Snack Foods,116.8834,17,,ST1,2649.2182
NCV,6.26,0.052593952,Household,111.0228,10,,GS,221.0456
NCQ,17.7,0.012593467,Household,167.6474,18,M,ST2,3874.2902
FDL,18.25,0.012325122,Fruits and Vegetables,162.8894,18,M,ST2,647.1576
FDY,5.8,0.131489269,Dairy,89.7172,18,M,ST2,1605.9096
FDR,14.5,0.064224789,Breads,262.7594,17,,ST1,7064.8038
FDH,18.25,0.060589424,Starchy Foods,162.5526,17,,ST1,986.7156
FDX,12.85,0.022649893,Fruits and Vegetables,179.3318,45,,ST1,1263.0226
FDL,17.1,0.128390273,Fruits and Vegetables,111.9886,35,S,ST1,1445.4518
FDB,7.575,0.055476238,Dairy,196.8768,49,M,ST1,1182.4608
FDA,9.21,0.008757492,Fruits and Vegetables,120.8414,13,H,ST1,2071.3038
FDV,11.3,0.007273831,Meat,196.6426,13,H,ST1,5141.3076
FDU,,0.144534212,Dairy,190.6504,19,S,GS,575.2512
FDT,13.6,0.043743689,Fruits and Vegetables,157.7946,45,,ST1,1104.5622
FDS,20.85,0.062477955,Baking Goods,87.2514,18,M,ST2,1505.3738
FDS,9.195,0.078060601,Meat,106.3596,46,S,ST1,2912.2092
FDF,,0.026740767,Frozen Foods,261.291,27,M,ST3,5522.811
DRP,15.75,0.140821917,Hard Drinks,252.9382,49,M,ST1,2775.7202
FDA,16.5,0.068403271,Canned,101.999,18,M,ST2,619.194
FDA,,0,Fruits and Vegetables,126.6994,19,S,GS,256.9988
NCM,20.5,0.02312394,Others,154.634,13,H,ST1,2297.01
FDS,17.6,0.047449835,Snack Foods,118.1782,18,M,ST2,2621.9204
DRH,8.775,0.110359004,Dairy,42.7428,18,M,ST2,790.9704
NCR,10.1,0.054620504,Health and Hygiene,197.5084,35,S,ST1,2976.126
NCY,18.2,0,Health and Hygiene,44.1086,45,,ST1,1115.215
FDZ,8.975,0.009051307,Canned,103.099,13,H,ST1,309.597
FDP,,0.160722863,Fruits and Vegetables,65.7168,27,M,ST3,2237.088
FDE,9.6,0.03625493,Fruits and Vegetables,141.0154,13,H,ST1,2694.4926
FDZ,8.185,0.064824502,Fruits and Vegetables,116.0808,10,,GS,234.3616
NCP,14.75,0.033024328,Health and Hygiene,236.6906,18,M,ST2,3089.9778
NCA,20.5,0.143574191,Household,37.219,45,,ST1,476.047
FDP,14.65,0.099333217,Snack Foods,51.3666,45,,ST1,1076.5986
FDW,19.2,0.12475207,Canned,90.9488,17,,ST1,633.8416
NCS,5.945,0.093170838,Household,127.3652,49,M,ST1,1549.9824
FDB,17.5,0.007538459,Dairy,144.2102,35,S,ST1,4082.6856
FDC,10.895,0.009676286,Dairy,122.873,17,,ST1,3448.844
FDC,20.5,0.141792841,Starchy Foods,89.7172,46,S,ST1,1159.8236
FDC,,0.05436436,Starchy Foods,63.8168,27,M,ST3,958.752
FDE,13.65,0.031573246,Canned,99.47,18,M,ST2,299.61
NCT,15.7,0.055943697,Health and Hygiene,150.6024,13,H,ST1,2428.8384
FDP,18.7,0,Frozen Foods,229.201,35,S,ST1,3215.814
DRA,19.35,0.066831682,Soft Drinks,163.8868,10,,GS,327.5736
FDC,16,0.065165046,Dairy,79.3986,49,M,ST1,856.8846
NCA,6.965,0,Household,159.4604,13,H,ST1,3169.208
FDT,11.395,0.069728296,Meat,233.9616,45,,ST1,1406.1696
NCW,7.5,0.09660879,Household,56.9588,45,,ST1,744.3644
DRB,6.115,0.007038478,Soft Drinks,189.253,13,H,ST1,3605.307
FDY,,0.153456703,Dairy,264.091,19,S,GS,262.991
FDS,14.8,0.043982464,Breads,110.657,45,,ST1,2966.139
FDR,8.71,0.139202085,Canned,46.1376,35,S,ST1,383.5008
FDY,15.5,0.086184647,Frozen Foods,50.9692,18,M,ST2,394.1536
FDL,19.35,0.082250863,Baking Goods,48.7034,35,S,ST1,534.6374
DRI,,0.034286109,Soft Drinks,173.1422,27,M,ST3,5000.8238
FDZ,19.2,0.100482186,Frozen Foods,111.8886,18,M,ST2,1667.829
FDK,16.25,0.049051717,Fruits and Vegetables,152.4682,49,M,ST1,2439.4912
FDK,19.85,0.005230786,Dairy,265.1884,13,H,ST1,5034.7796
FDP,13.65,0.08062523,Frozen Foods,259.6936,35,S,ST1,2087.9488
DRZ,7.535,0.081787519,Soft Drinks,120.844,46,S,ST1,2157.192
FDG,,0.010615026,Frozen Foods,185.1898,19,S,GS,374.1796
FDF,,0.009534758,Snack Foods,64.551,27,M,ST3,1201.769
FDI,5.59,0.056602818,Snack Foods,63.2168,46,S,ST1,1725.7536
FDZ,11,0.057047756,Fruits and Vegetables,240.4512,35,S,ST1,7028.1848
FDI,19.85,0.05410964,Seafood,195.0768,49,M,ST1,1970.768
FDV,17.6,0.058209079,Meat,153.6314,45,,ST1,5274.4676
FDT,6.215,0.083056555,Baking Goods,224.4062,10,,GS,225.7062
FDF,15.1,0.020015391,Frozen Foods,128.831,18,M,ST2,1817.634
FDU,13.35,0.102426197,Dairy,230.6352,13,H,ST1,5725.88
FDD,9.5,0.048761223,Starchy Foods,186.5898,49,M,ST1,5238.5144
FDN,11.8,0,Frozen Foods,179.2344,35,S,ST1,2141.2128
FDG,17.6,0.056281276,Frozen Foods,40.3454,35,S,ST1,796.9626
FDK,19.85,0.008762556,Dairy,266.6884,10,,GS,264.9884
FDB,13.35,0.139669224,Frozen Foods,147.6392,49,M,ST1,1938.8096
DRI,18.85,0.137972993,Hard Drinks,158.4578,17,,ST1,1444.1202
FDP,17.5,0,Snack Foods,102.999,46,S,ST1,2992.771
FDY,20.2,0.121940099,Snack Foods,95.3752,17,,ST1,1150.5024
NCT,5.88,0.024926013,Household,149.9392,49,M,ST1,1491.392
FDZ,,0.039031927,Snack Foods,95.641,27,M,ST3,1737.738
FDC,15.85,0.13727,Canned,94.4094,17,,ST1,1904.188
FDT,5.985,0.095989602,Frozen Foods,127.3678,45,,ST1,508.6712
FDD,18.85,0.142443405,Canned,170.4132,17,,ST1,4396.9432
DRI,18.85,0.137410256,Hard Drinks,161.7578,49,M,ST1,1604.578
FDQ,7.51,0.104400238,Snack Foods,113.5544,17,,ST1,894.8352
NCW,16.2,0,Household,190.8162,35,S,ST1,3271.0754
NCX,17.6,0.015750947,Household,182.5976,18,M,ST2,1629.8784
NCE,8.97,0.092937216,Household,54.6956,13,H,ST1,764.3384
FDI,7.22,0.03828933,Baking Goods,64.751,13,H,ST1,126.502
FDC,,0.208162156,Snack Foods,228.1694,19,S,GS,228.3694
FDE,8.71,0.121936216,Canned,94.4778,17,,ST1,2628.5784
FDE,17.7,0.135646297,Starchy Foods,186.0924,18,M,ST2,3516.7556
FDP,15.85,0.069240685,Breads,217.5166,45,,ST1,653.1498
FDB,6.055,0.03127929,Fruits and Vegetables,160.3578,17,,ST1,2406.867
FDL,,0.08186804,Baking Goods,46.8034,27,M,ST3,1069.2748
FDH,19.25,0.034753686,Canned,141.5496,49,M,ST1,1976.0944
FDI,16.5,0.028476451,Snack Foods,91.0146,45,,ST1,1368.219
FDQ,13.5,0.067872402,Dairy,57.8562,46,S,ST1,355.5372
FDN,,0.026420581,Meat,250.9408,19,S,GS,1001.3632
FDO,7.865,0.061183503,Breakfast,164.5526,45,,ST1,1644.526
NCJ,10.6,0.035247642,Health and Hygiene,84.7224,49,M,ST1,1619.2256
FDE,,0.02974207,Dairy,88.9514,27,M,ST3,3453.5046
FDA,16.2,0.128397995,Frozen Foods,178.337,35,S,ST1,1411.496
FDF,14.5,0.058918844,Fruits and Vegetables,169.7448,49,M,ST1,3238.4512
NCO,7.235,0.076791671,Household,116.4492,13,H,ST1,2316.984
DRL,16.75,0.021220113,Hard Drinks,55.1298,35,S,ST1,1240.3854
FDC,,0.2004264,Baking Goods,88.8514,19,S,GS,265.6542
DRD,,0.078589629,Soft Drinks,113.286,27,M,ST3,2716.464
FDB,14,0.031261583,Canned,52.564,35,S,ST1,639.168
FDK,19.85,0.005235143,Dairy,265.8884,46,S,ST1,2649.884
FDE,10.895,0.027032204,Frozen Foods,106.328,17,,ST1,852.224
FDV,5.635,0.172856719,Baking Goods,148.205,10,,GS,449.415
FDI,10.65,0.085617517,Snack Foods,229.3668,17,,ST1,2303.668
FDL,15.1,0.127334766,Baking Goods,88.283,10,,GS,89.883
NCA,16.5,0.036641597,Household,178.7318,46,S,ST1,1263.0226
FDI,13.35,0.014656564,Canned,208.5638,45,,ST1,2277.7018
FDG,12.15,0.037864854,Meat,63.0826,13,H,ST1,322.913
FDA,13.65,0.036016619,Snack Foods,186.3924,49,M,ST1,1295.6468
FDI,20.75,0.12953868,Seafood,240.288,49,M,ST1,2396.88
FDI,19.1,0.038531668,Fruits and Vegetables,210.6586,13,H,ST1,5487.5236
DRI,17.25,0,Dairy,171.5764,45,,ST1,4637.9628
DRZ,,0.112119359,Soft Drinks,123.0388,27,M,ST3,1981.4208
FDY,,0,Fruits and Vegetables,45.9402,27,M,ST3,872.8638
FDC,10.195,0.041907414,Snack Foods,43.8428,13,H,ST1,175.7712
NCC,16.6,0.027556247,Household,176.6344,13,H,ST1,1962.7784
FDY,17.6,0.076058484,Meat,111.8202,13,H,ST1,2025.3636
FDZ,8.185,0.038729057,Fruits and Vegetables,117.1808,46,S,ST1,1874.8928
FDP,13.65,0.080804019,Frozen Foods,261.1936,45,,ST1,2348.9424
DRD,10.6,0.056884225,Dairy,231.9642,49,M,ST1,3020.7346
FDL,10.8,0.050000257,Fruits and Vegetables,243.9144,17,,ST1,4655.2736
FDP,15.2,0.021207519,Canned,219.4824,46,S,ST1,1747.0592
DRK,8.895,0,Hard Drinks,232.9616,45,,ST1,2812.3392
DRJ,11.8,0.113307794,Soft Drinks,187.0924,35,S,ST1,1850.924
FDU,7.63,0.225476528,Snack Foods,45.1402,10,,GS,45.9402
FDX,6.55,0.034800079,Breads,157.5288,17,,ST1,1571.288
FDR,16.85,0.139301634,Snack Foods,144.976,13,H,ST1,2783.044
FDZ,,0.025612348,Fruits and Vegetables,168.2474,27,M,ST3,3200.5006
NCO,7.235,0.077290355,Household,116.9492,17,,ST1,2316.984
FDV,19.25,0.1017546,Dairy,55.1956,35,S,ST1,491.3604
FDL,13.85,0.094265737,Breakfast,233.93,10,,GS,233.03
FDD,18.1,0.022380952,Fruits and Vegetables,93.6094,13,H,ST1,476.047
FDE,18.6,0.01575657,Snack Foods,153.1366,13,H,ST1,3173.8686
FDB,6.615,0.156307983,Dairy,196.3426,10,,GS,790.9704
FDC,15.6,0.195688803,Frozen Foods,77.367,10,,GS,153.134
DRI,18.85,0.13747519,Hard Drinks,158.6578,45,,ST1,3369.6138
FDL,7.235,0,Snack Foods,197.2452,35,S,ST1,2348.9424
FDS,7.825,0.07962861,Meat,63.4826,46,S,ST1,2002.0606
NCY,,0.03100078,Household,177.0054,27,M,ST3,2101.2648
FDE,19.7,0.016202582,Canned,188.2556,35,S,ST1,3379.6008
FDT,12.6,0.024190156,Dairy,34.4874,35,S,ST1,494.0236
FDI,10.65,0.085308611,Snack Foods,230.2668,45,,ST1,5759.17
FDO,16.75,0.008564925,Meat,73.2038,35,S,ST1,1404.1722
DRI,13.8,0.097457483,Dairy,55.393,18,M,ST2,1018.674
NCO,9.6,0.029619203,Household,43.6086,13,H,ST1,624.5204
NCN,13.1,0,Others,189.253,46,S,ST1,1518.024
DRJ,14.6,0.150872868,Soft Drinks,47.5692,45,,ST1,1379.5376
FDE,6.67,0.09031453,Snack Foods,130.5626,18,M,ST2,1180.4634
FDQ,15.7,0.018930352,Fruits and Vegetables,59.4536,46,S,ST1,857.5504
NCQ,17.75,0.111209003,Others,107.7912,13,H,ST1,982.7208
FDY,20.2,0.121153331,Snack Foods,97.3752,13,H,ST1,958.752
FDQ,10.85,0.163160327,Snack Foods,107.4622,17,,ST1,1693.7952
NCG,20.25,0.148163564,Household,232.7616,49,M,ST1,1874.8928
FDI,,0.028281197,Snack Foods,90.2146,27,M,ST3,3648.584
FDW,5.86,0.150853308,Meat,156.0314,46,S,ST1,2016.7082
FDH,6.115,0.011437302,Frozen Foods,92.4488,17,,ST1,1358.232
FDZ,19.7,0.018024769,Meat,104.499,46,S,ST1,1031.99
NCK,9.8,0.090448534,Others,194.5478,35,S,ST1,774.9912
FDY,12.5,0.08175276,Fruits and Vegetables,89.0488,46,S,ST1,1267.6832
FDN,19.35,0.109667698,Meat,166.0816,10,,GS,671.1264
NCY,16.75,0.075735621,Health and Hygiene,34.5532,46,S,ST1,323.5788
NCN,19.1,0.091917786,Others,182.7608,46,S,ST1,1837.608
FDR,21.35,0.130127365,Fruits and Vegetables,96.2094,10,,GS,190.4188
FDW,19.5,0.082483516,Canned,179.2002,13,H,ST1,2865.6032
FDN,6.575,0.075507758,Breads,146.4444,46,S,ST1,1596.5884
FDS,6.67,0.124126756,Snack Foods,88.9514,17,,ST1,2125.2336
FDY,12.3,0.009425158,Baking Goods,74.838,49,M,ST1,1537.998
FDH,16.1,0.024999711,Fruits and Vegetables,97.841,45,,ST1,1255.033
FDR,,0.058545606,Meat,155.8314,19,S,GS,310.2628
NCP,17.35,0.020676141,Others,80.6618,17,,ST1,1208.427
FDS,15.35,0.02346559,Frozen Foods,35.219,10,,GS,36.619
FDG,8.975,0.05272914,Canned,86.4224,46,S,ST1,1022.6688
NCO,13.15,0.024630755,Household,178.2686,13,H,ST1,2666.529
NCO,19.5,0.014274292,Household,55.6614,46,S,ST1,718.3982
NCW,15.1,0.059313603,Household,238.1248,35,S,ST1,4266.4464
FDB,5.465,0.048518008,Baking Goods,132.9626,35,S,ST1,2360.9268
FDJ,17.75,0.073349552,Seafood,34.2216,13,H,ST1,934.7832
FDP,,0.055648052,Baking Goods,100.3016,27,M,ST3,2833.6448
DRD,6.96,0.077129323,Soft Drinks,92.7146,13,H,ST1,1733.0774
FDR,17.85,0.087824967,Breads,196.0794,18,M,ST2,1755.7146
FDJ,5.095,0.130031207,Snack Foods,142.4838,18,M,ST2,561.9352
DRC,5.73,0.045334098,Soft Drinks,87.0882,13,H,ST1,1803.6522
NCW,7.5,0.096333029,Household,57.8588,13,H,ST1,1145.176
FDA,7.855,0.073858923,Dairy,218.6482,13,H,ST1,3723.8194
DRF,5.655,0.175047104,Soft Drinks,146.9102,35,S,ST1,1895.5326
